id,num_certificado,nombre_advc,superficie_certificada,municipio,estado,certification_year,vigencia,tipo_propietario,principales_ecosistemas,region_conanp
545,CONANP-521/2023,Río Frío de los Fresnos,"13,185.00",Coyuca de Catalán,Guerrero,2023,50,"Ejido
(Tierras de Uso Común)","bosque de encino, bosque de encino-pino, bosque de pino, bosque de pino-encino, bosque mesófilo de montaña, pastizal cultivado, pastizal inducido, vegetación secundaria arbórea de bosque de encino, vegetación secundaria arbustiva de bosque de encino-pino, vegetación secundaria arbustiva de bosque de pino y vegetación secundaria arbustiva de bosque de pino-encino",Centro y Eje Neovolcánico
546,CONANP-522/2023,Ejido El Porvenir y Anexo El Limón,"1,992.27",Atoyac de Álvarez,Guerrero,2023,99,"Ejido
(Tierras de Uso Común)","selva mediana subperennifolia, secundaria arbustiva de bosque mesófilo de montaña, secundaria arbórea de bosque mesófilo de montaña, bosque mesófilo de montaña y bosque de pino-encino",Centro y Eje Neovolcánico
547,CONANP-524/2023,Cerro de la Garza,207.52,San Pedro Comitancillo,Oaxaca,2023,99,"Ejido
(Tierras de Uso Común)","bosque de pino, bosque de pino-encino, bosque de ayarín, selva baja caducifolia, vegetación secundaria arbustivas de bosque de encino-pino, ",Frontera Sur Istmo y Pacífico Sur
548,CONANP-525/2023,Cerro El Manantial de Mazín Grande,"1,492.01",San Lucas Ojitlán,Oaxaca,2023,15,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, vegetación secundaria arbórea de selva alta perennifolia, vegetación secundaria arbustiva de selva alta perennifolia y agricultura de temporal anual y semipermanente",Frontera Sur Istmo y Pacífico Sur
549,CONANP-526/2023,Ejido Lic. Benito Juárez no. 3,"3,000.00",Escárcega,Campeche,2023,15,"Ejido
(Tierras de Uso Común)","selva baja espinosa subperennifolia, selva mediana subperennifolia, vegetación secundaria arbórea de selva mediana subperennifolia, vegetación secundaria arbustiva de selva mediana subperennifolia",Península de Yucatán y Caribe Mexicano
550,CONANP-527/2023,Reserva Ecológica Bahía de Santa María IV,242.329133,Angostura,Sinaloa,2023,57,Persona moral,vegetación halófila hidrófila y manglar,Península de Baja California y Pacífico Norte
551,CONANP-528/2023,San Francisco del Tibor,308.8,Atoyac de Álvarez,Guerrero,2023,99,"Ejido
(Tierras de Uso Común)",selva mediana subperennifolia,Centro y Eje Neovolcánico
552,CONANP-529/2023,Verde es Vida,"5,326.27",Petatlán,Guerrero,2023,20,"Ejido
(Tierras de Uso Común)","bosque de pino-encino, bosque de encino, pastizal cultivado, selva mediana subcaducifolia, vegetación secundaria arbustiva de bosque de pino, vegetación secundaria arbustiva de bosque de pino-encino, vegetación secundaria arbórea y arbustiva de selva mediana subcaducifolia ",Centro y Eje Neovolcánico
553,CONANP-530/2023,Ley Federal de Reforma Agraria,"4,079.92",Champotón,Campeche,2023,15,"Ejido 
(Tierras de Uso Común y Parcelas)","vegetación secundaria arbórea y arbustiva, selva mediana subperennifolia, manglar, tular ",Península de Yucatán y Caribe Mexicano
554,CONANP-531/2023,Santiago de la Unión,101.96,Atoyac de Álvarez,Guerrero,2023,99,"Ejido
(Tierras de Uso Común)","bosque mesófilo de montaña, vegetación secundaria arbórea y arbustiva de selva mediana subperennifolia",Centro y Eje Neovolcánico
555,CONANP-536/2023,Ejido El Bajío,"2,460.44",Caborca,Sonora,2023,15,"Ejido
(Tierras de Uso Común)","vegetación de desiertos arenosos, matorral sarcocaule, matorral desértico micrófilo",Noroeste y Alto Golfo de California
556,CONANP-537/2023,Estación Salado,"35,441.30",Vanegas,San Luis Potosí,2023,99,"Ejido
(Tierras de Uso Común)","matorral desértico micrófilo, pastizal halófilo, vegetación halófila xerófila",Noreste y Sierra Madre Oriental
557,CONANP-538/2023,El Angostillo,473.432263,Tlaltetela,Veracruz,2023,15,"Ejido
(Tierras de Uso Común)","vegetación secundaria arbórea de bosque de encino, vegetación arbóreas y arbustiva de selva baja caducifolia",Planicie Costera y Golfo de México
558,CONANP-539/2023,Ejido Arellano,"1,010.00",Champotón,Campeche,2023,15,"Ejido
(Tierras de Uso Común)","selva baja espinosa subperennifolia, selva mediana subperennifolia, vegetación secundaria arbórea de selva mediana subperennifolia, vegetación secundaria arbustiva de selva mediana subperennifolia",Península de Yucatán y Caribe Mexicano
559,CONANP-540/2023,Tzsicao,"1,100.00",La Trinitaria,Chiapas,2023,15,"Ejido
(Tierras de Uso Común)","bosque mesófilo de montaña, selva alta perennifolia, vegetación secundaria arbórea de bosque de pino y vegetación secundaria arbustiva de selva alta perennifolia",Frontera Sur Istmo y Pacífico Sur
560,CONANP-541/2023,Rancho Tres Papalotes,"12,643.00",Janos,Chihuahua,2023,15,Persona física,"matorral desértico micrófilo, pastizal natural, vegetación halófila xerófila y pastizal halófilo",Norte y Sierra Madre Occidental
561,CONANP-542/2023,Ejido Crucero de San Luis,"1,959.00",Hopelchén,Campeche,2023,30,"Ejido
(Tierras de Uso Común)","vegetación secundaria arbórea de selva mediana subcaducifolia, bosque cultivado y agricultura de riego anual",Península de Yucatán y Caribe Mexicano
562,CONANP-543/2023,Parque Guanacastle,148,Tuxtla Gutiérrez,Chiapas,2023,15,Persona física,vegetación secundaria arbustiva de selva baja caducifolia,Frontera Sur Istmo y Pacífico Sur
563,CONANP-544/2023,El Tecolote,70,San Luis Acatlán,Guerrero,2023,99,Persona física,vegetación secundaria arbórea y arbustiva de selva mediana subcaducifolia y pastizal cultivado,Centro y Eje Neovolcánico
564,CONANP-545/2023,Balcón de la Bandera,"3,942.49",Petatlán,Guerrero,2023,60,"Ejido
(Tierras de Uso Común)","bosque de pino, bosque de pino-encino, bosque mesófilo de montaña, pastizal cultivado, vegetación secundaria arbustiva de bosque de pino, vegetación secundaria arbustiva de bosque de pino-encino y vegetación secundaria arbustiva de selva baja caducifolia ",Centro y Eje Neovolcánico
565,CONANP-546/2023,Majada del Catrín,10,Puerto Vallarta,Jalisco,2023,15,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbustiva de selva mediana subcaducifolia,Occidente y Pacífico Centro
566,CONANP-547/2023,Centenario del Ejido,323.33,San Antonio de la Cal,Oaxaca,2023,30,"Ejido
(Tierras de Uso Común)",vegetación secundaria arbustiva de bosque de encino y pastizal inducido,Frontera Sur Istmo y Pacífico Sur
567,CONANP-548/2023,Yuuk'am,714,Totontepec Villa de Morelos,Oaxaca,2023,15,"Comunidad 
(Bienes comunales)",bosque mesófilo de montaña y vegetación secundaria arbórea de bosque mesófilo de montaña,Frontera Sur Istmo y Pacífico Sur
568,CONANP-549/2023,Tembladeras de Vista Hermosa,"1,143.52",Acatlán de Pérez Figueroa,Oaxaca,2023,50,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, vegetación secundaria arbórea de selva alta perennifolia y agricultura de temporal semipermanente",Frontera Sur Istmo y Pacífico Sur
569,CONANP-550/2023,Haramara Retreat,4.17568,Bahía de Banderas,Nayarit,2023,30,Persona física,vegetación secundaria arbustiva de selva mediana subcaducifolia,Occidente y Pacífico Centro
570,CONANP-551/2023,Rancho El Tucán,403.2552,Aldama,Tamaulipas,2023,15,Persona moral,pastizal cultivado,Planicie Costera y Golfo de México
571,CONANP-552/2023,El Rincon del Limón,"1,772.30",Atoyac de Álvarez,Guerrero,2023,99,"Ejido
(Tierras de Uso Común)","selva mediana subperennifolia,bosque mesófilo de montaña y bosque de pino-encino",Centro y Eje Neovolcánico
572,CONANP-553/2024,San Juan de Alima,165.871216,Aquila,Michoacán,2024,15,Persona moral,vegetación secundaria arbórea y arbustiva de selva baja caducifolia ,Occidente y Pacífico Centro
573,CONANP-554/2024,Lomas del Arcángel,0.835179,Bahía de Banderas,Nayarit,2024,20,Persona física,vegetación secundaria arbustiva de selva mediana subcaducifolia,Occidente y Pacífico Centro
574,CONANP-555/2024,Montaña Color Cobre,5.3269,Bahía de Banderas,Nayarit,2024,20,Persona física,selva mediana subcaducifolia,Occidente y Pacífico Centro
575,CONANP-556/2024,La Siempre Viva,"1,298.00",San Juan Bautista Guelache,Oaxaca,2024,15,"Comunidad 
(Bienes comunales)",bosque de pino-encino,Frontera Sur Istmo y Pacífico Sur
576,CONANP-557/2024,La Mina,795,Santa María del Tule,Oaxaca,2024,15,"Comunidad 
(Bienes comunales)",bosque de encino,Frontera Sur Istmo y Pacífico Sur
577,CONANP-558/2024,Tolistoque-La Venta,"1,306.95",Juchitán de Zaragoza,Oaxaca,2024,30,"Ejido
(Tierras de Uso Común)","pastizal halófilo, selva baja caducifolia y vegetación secundaria arbustiva de selva baja caducifolia",Frontera Sur Istmo y Pacífico Sur
578,CONANP-559/2024,Ejido Cinco de Febrero,"16,000.00",Champotón,Campeche,2024,15,"Ejido
(Tierras de Uso Común)","vegetación secundaria arbórea de selva mediana subcaducifolia, bosque cultivado y agricultura de riego anual",Península de Yucatán y Caribe Mexicano
579,CONANP-560/2024,Ejido Matamoros,"3,000.00",Escárcega,Campeche,2024,15,"Ejido
(Tierras de Uso Común)",selva baja espinosa subperennifolia y selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
580,CONANP-561/2024,San Mateo Yetla,"5,745.43",San Juan Bautista Valle Nacional,Oaxaca,2024,99,"Comunidad 
(Bienes comunales)","selva alta perennifolia, bosque mesofilo de montaña, agricultura de temporal anual y permanente, vegetación secundaria arbustiva y arbórea de selva alta perennifolia",Frontera Sur Istmo y Pacífico Sur
581,CONANP-562/2024,Cerro de Guinas,"1,327.98",San Luis Amatlán,Oaxaca,2024,99,"Comunidad 
(Bienes comunales)",Bosque de encino,Frontera Sur Istmo y Pacífico Sur
582,CONANP-563/2024,Las Cuevas del Jaguar,160.737894,San Ignacio,Sinaloa,2024,99,Persona física,Selva baja caducifolia y vegetación secundaria de selva baja caducifolia, Noroeste y Alto Golfo de California
583,CONANP-564/2024,Ejido Pixoyal,"10,000.00",Champotón,Campeche,2024,15,"Ejido
(Tierras de Uso Común)","Selva baja espinosa subperennifolia, selva mediana subperennifolia, vegetación secundaria arbórea de selva mediana subperennifolia",Península de Yucatán y Caribe Mexicano
584,CONANP-565/2024,Atecomoni,76.812634,Teziutlán,Puebla,2024,99,Público Municipal,Bosque mesófilo de montaña,Planicie Costera y Golfo de México
585,CONANP-566/2024,Área Comunal del Ejido Santa Juana Altamira,459.844704,Altamira,Tamaulipas,2024,15,"Ejido
(Tierras de Uso Común)",Selva baja y matorral espinoso,Planicie Costera y Golfo de México
586,CONANP-567/2024,El Mexicano,155.770525,Ixtlahuacán del Río,Jalisco,2024,15,Persona física,Selva baja caducifolia,Occidente y Pacífico Centro
587,CONANP-568/2024,Cerro de las Flores,0.597578,Xochistlahuaca,Guerrero,2024,30,"Ejido
(Tierras de Uso Común)","Encino-pino, Selvas medianas subcaducifolias",Centro y Eje Neovolcánico
588,CONANP-569/2024,Veinte Cerros,"1,500.00",Santiago Jocotepec,Oaxaca,2024,15,"Ejido
(Tierras de Uso Común)",Selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
589,CONANP-570/2024,La Estropajera,3.729719,Bahía de Banderas,Nayarit,2024,30,Persona física,Selva mediana subcaducifolia,Occidente y Pacífico Centro
590,CONANP-571/2024,SNA,7.270518,San Pedro Mixtepec,Oaxaca,2024,15,Persona física,"Vegetación de duna costera, Selva baja caducifolia y Manglar",Frontera Sur Istmo y Pacífico Sur
591,CONANP-572/2024,Piedras Primeras,4,La Paz,Baja California Sur,2024,15,Persona moral,Selva baja caducifolia,Península de Baja California y Pacífico Norte
592,CONANP-573/2024,Jaguar del Norte-Tres Corrientes,"1,427.56",Sahuaripa,Sonora,2024,65,Persona moral,"Matorral subtropical, Boque de mezquite, Selva baja caducifolia y Vegetación secundaria arbustiva de matorral subtropical",Noroeste y Alto Golfo de California
593,CONANP-574/2024,Bienes Comunales Tlanchinol,727.88,Tlanchinol,Hidalgo,2024,15,"Comunidad 
(Bienes comunales)","bosque mesófilo de montaña, bosque de encino y bosque de pino",Centro y Eje Neovolcánico
594,CONANP-575/2024,Territorio Ancestral Indígena Tzucan Uxuxubi,2115.2801,Solidaridad,Quintana Roo,2024,15,Comunidad,selva mediana subperennifolia,Península de Yucatán y Caribe Mexicano
595,CONANP-576/2024,Santa Catarina Juquila,37406.6216,Santa Catarina Juquila,Oaxaca,2024,15,"Comunidad 
(Bienes comunales)",bosques de pino densos y bosques de transición,Frontera Sur Istmo y Pacífico Sur
